symbol,exchange,organ_name,en_organ_name,type,id,short_name,sector1_vn,sector2_vn,sector3_vn,sector1_en,sector2_en,sector3_en,listing_shares,source
GTS,UPCOM,CTCP Công trình Giao thông Sài Gòn,SaiGon Traffic Construction Joint Stock Company,STOCK,692.0,Công trình Giao thông Sài Gòn,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,28499764,EXPANDED
TTE,HOSE,CTCP Đầu tư Năng lượng Trường Thịnh,Truong Thinh Energy Investment Joint Stock Company,STOCK,693.0,Đầu tư Năng lượng Trường Thịnh,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,28490400,EXPANDED
CCT,UPCOM,CTCP Cảng Cần Thơ,CanTho Port Joint Stock Company,STOCK,694.0,Cảng Cần Thơ,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,28480000,EXPANDED
CHS,UPCOM,CTCP Chiếu sáng Công cộng Thành phố Hồ Chí Minh,HOCHIMINH CITY PUBLIC LIGHTING JSC,STOCK,695.0,Chiếu sáng Công cộng Thành phố Hồ Chí Minh,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,28400000,EXPANDED
AGF,UPCOM,CTCP Xuất nhập khẩu Thủy sản An Giang,Angiang Fisheries Import Export JSC,STOCK,696.0,Xuất nhập khẩu Thủy sản An Giang,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,28109743,EXPANDED
PXC,UPCOM,CTCP Phát triển Đô thị Dầu khí,PetroVietnam Urban Development JSC,STOCK,697.0,Phát triển Đô thị Dầu khí,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,28068900,EXPANDED
SRC,HOSE,CTCP Cao su Sao Vàng,Sao Vang Rubber Joint Stock Company,STOCK,698.0,Cao su Sao Vàng,Tiêu dùng không thiết yếu,Xe và linh kiện,Linh kiện xe,Consumer Discretionary,Automobiles & Components,Automobile Components,28065765,EXPANDED
CTW,UPCOM,CTCP Cấp thoát nước Cần Thơ,Can Tho Water Supply - Sewerage JSC,STOCK,699.0,Cấp thoát nước Cần Thơ,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,28000000,EXPANDED
DVG,UPCOM,CTCP Đại Việt Group DVG,Dai Viet DVG Group Joint Stock Company,STOCK,700.0,Đại Việt Group DVG,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,28000000,EXPANDED
SVD,HOSE,CTCP Đầu tư & Thương mại Vũ Đăng,Vu Dang Investment & Trading JSC,STOCK,701.0,Đầu tư & Thương mại Vũ Đăng,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",27605908,EXPANDED
HDA,HNX,CTCP Hãng sơn Đông Á,Dong A Paint Joint Stock Company,STOCK,702.0,Hãng sơn Đông Á,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,27599967,EXPANDED
NHP,UPCOM,CTCP Sản xuất Xuất nhập khẩu NHP,NHP Production Import - Export JSC,STOCK,703.0,Sản xuất Xuất nhập khẩu NHP,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,27576490,EXPANDED
PIS,UPCOM,Tổng Công ty Pisico Bình Định - CTCP,PISICO Binh Dinh Corporation JSC,STOCK,704.0,Pisico Bình Định - CTCP,Nguyên vật liệu,Nguyên vật liệu,Gỗ và giấy,Materials,Materials,Paper & Forest Products,27500000,EXPANDED
HVT,HNX,CTCP Hóa chất Việt Trì,Viet Tri Chemical Joint Stock Company,STOCK,705.0,Hóa chất Việt Trì,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,27470046,EXPANDED
SBV,HOSE,CTCP Siam Brothers Việt Nam,Siam Brothers Vietnam JSC,STOCK,706.0,Siam Brothers Việt Nam,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Hàng tiêu dùng lâu bền,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,27366476,EXPANDED
LAI,UPCOM,CTCP Đầu Tư Xây dựng Long An IDICO,IDICO Long An Investment Construction Joint Stock Company,STOCK,707.0,Đầu Tư Xây dựng Long An IDICO,Bất động sản,Bất động sản,Bất động sản đa dạng,Real Estate,Real Estate,Diversified Real Estate Activities,27359969,EXPANDED
HMC,HOSE,CTCP Kim khí Thành phố Hồ Chí Minh - VNSTEEL,VNSTEEL - HOCHIMINH CITY METAL CORPORATION,STOCK,708.0,Kim khí Thành phố Hồ Chí Minh - VNSTEEL,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Materials,Materials,Metals & Mining,27299999,EXPANDED
TGG,UPCOM,CTCP The Golden Group,The Golden Group Joint Stock Company,STOCK,709.0,The Golden Group,Tiêu dùng thiết yếu,Thương mại hàng thiết yếu,Thương mại hàng thiết yếu,Consumer Staples,Consumer Staples Dist. & Retail,Consumer Staples Distribution & Retail,27299990,EXPANDED
DCT,UPCOM,CTCP Tấm lợp Vật liệu Xây dựng Đồng Nai,Dong Nai Roofsheet And Construction Material JSC,STOCK,710.0,Tấm lợp Vật liệu Xây dựng Đồng Nai,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,27223647,EXPANDED
XDH,UPCOM,CTCP Đầu tư Xây dựng Dân dụng Hà Nội,Ha Noi Civil Construction Investment JSC,STOCK,711.0,Đầu tư Xây dựng Dân dụng Hà Nội,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,27026907,EXPANDED
SHG,UPCOM,Tổng Công ty cổ phần Sông Hồng,Song Hong Joint Stock Corporation,STOCK,712.0,Sông Hồng,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,27000000,EXPANDED
TV1,UPCOM,CTCP Tư vấn Xây dựng Điện 1,Power Engineering Consulting Joint Stock Company 1,STOCK,713.0,Tư vấn Xây dựng Điện 1,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ chuyên nghiệp,Industrials,Comm. & Prof. Services,Professional Services,26691319,EXPANDED
AGP,UPCOM,CTCP Dược phẩm Agimexpharm,Agimexpharm Pharmaceutical JSC,STOCK,714.0,Dược phẩm Agimexpharm,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Health Care,"Pharma., Bio. & Life Sciences",Pharmaceuticals,26615268,EXPANDED
DIC,UPCOM,CTCP Đầu tư và Thương mại DIC,DIC Investment & Trading Joint Stock Company,STOCK,715.0,Đầu tư và Thương mại DIC,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,26585840,EXPANDED
VCF,HOSE,CTCP Vinacafé Biên Hòa,Vinacaf? Bienhoa Joint Stock Company,STOCK,716.0,Vinacafé Biên Hòa,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,26579135,EXPANDED
VCX,UPCOM,CTCP Xi măng Yên Bình,Yen Binh Cement JSC,STOCK,717.0,Xi măng Yên Bình,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,26530000,EXPANDED
ITS,UPCOM,CTCP Đầu tư Thương mại và Dịch vụ - Vinacomin,"Vinacomin - Investment, Trading and Service JSC",STOCK,718.0,Đầu tư Thương mại và Dịch vụ - Vinacomin,Năng lượng,Năng lượng,Dầu khí,Energy,Energy,"Oil, Gas & Consumable Fuels",26459924,EXPANDED
SAV,HOSE,CTCP Hợp tác Kinh tế và Xuất nhập khẩu Savimex,Savimex Corporation,STOCK,719.0,Hợp tác Kinh tế và Xuất nhập khẩu Savimex,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Hàng tiêu dùng lâu bền,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,26429240,EXPANDED
ITD,HOSE,CTCP Công nghệ ITD,ITD Technology Corporation,STOCK,720.0,Công nghệ ITD,Công nghệ thông tin,Phần mềm và dịch vụ,Dịch vụ CNTT,Information Technology,Software,IT Services,26244995,EXPANDED
CLC,HOSE,CTCP Cát Lợi,Cat Loi Joint Stock Company,STOCK,721.0,Cát Lợi,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thuốc lá,Consumer Staples,"Food, Bev. & Tobacco",Tobacco,26207583,EXPANDED
SDA,HNX,CTCP Simco Sông Đà,Simco Song Da JSC,STOCK,722.0,Simco Sông Đà,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ chuyên nghiệp,Industrials,Comm. & Prof. Services,Professional Services,26206158,EXPANDED
NCT,HOSE,CTCP Dịch vụ Hàng hóa Nội Bài,Noi Bai Cargo Terminal Service Joint Stock Company,STOCK,723.0,Dịch vụ Hàng hóa Nội Bài,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,26166940,EXPANDED
VMC,HNX,CTCP Vimeco,Vimeco JSC,STOCK,724.0,Vimeco,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,26134132,EXPANDED
LEC,UPCOM,CTCP Bất động sản Điện lực Miền Trung,Central Power Real Estate Joint Stock Company,STOCK,725.0,Bất động sản Điện lực Miền Trung,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Hàng tiêu dùng lâu bền,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,26100000,EXPANDED
SFI,HOSE,CTCP Đại lý Vận tải SAFI,Sea & Air Freight International,STOCK,726.0,Đại lý Vận tải SAFI,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,26042046,EXPANDED
SD5,HNX,CTCP Sông Đà 5,Song Da No 5 JSC,STOCK,727.0,Sông Đà 5,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,25999848,EXPANDED
DWS,UPCOM,CTCP Cấp nước và Môi trường đô thị Đồng Tháp,Dong Thap Water Supply & Urban Environment Joint Stock Company,STOCK,728.0,Cấp nước và Môi trường đô thị Đồng Tháp,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,25918130,EXPANDED
VRG,UPCOM,CTCP Phát triển Đô thị và Khu công nghiệp Cao su Việt Nam,Viet Nam Rubber Industrial Zone and Urban Development JSC,STOCK,729.0,Phát triển Đô thị và Khu công nghiệp Cao su Việt Nam,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,25894868,EXPANDED
ST8,HOSE,CTCP Tập đoàn ST8,ST8 Holdings Joint Stock Company,STOCK,730.0,ST8,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Consumer Discretionary,Consumer Discre. Dist. & Retail,Distributors,25720902,EXPANDED
LMH,UPCOM,CTCP Quốc Tế Holding,Quoc Te Holding Joint Stock Company,STOCK,731.0,Quốc Tế Holding,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Consumer Discretionary,Consumer Discre. Dist. & Retail,Distributors,25629995,EXPANDED
MKP,UPCOM,CTCP Hoá - Dược phẩm Mekophar,Mekophar Chemical Pharmaceutical Joint Stock Company,STOCK,732.0,Hoá - Dược phẩm Mekophar,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Health Care,"Pharma., Bio. & Life Sciences",Pharmaceuticals,25545867,EXPANDED
VIN,UPCOM,CTCP Giao nhận Kho vận Ngoại Thương Việt Nam,Vinatrans International Freight Forwarders JSC,STOCK,733.0,Giao nhận Kho vận Ngoại Thương Việt Nam,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,25500000,EXPANDED
CMS,HNX,CTCP Tập Đoàn CMH Việt Nam,CMH Viet Nam Group Joint Stock Company,STOCK,734.0,CMH Việt Nam,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,25452500,EXPANDED
KGM,UPCOM,CTCP Xuất nhập khẩu Kiên Giang,Kien Giang Import & Export Joint Stock Company,STOCK,735.0,Xuất nhập khẩu Kiên Giang,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,25430000,EXPANDED
HLC,HNX,CTCP Than Hà Lầm - Vinacomin,Vinacomin - Ha Lam Coal JSC,STOCK,736.0,Than Hà Lầm - Vinacomin,Năng lượng,Năng lượng,Dầu khí,Energy,Energy,"Oil, Gas & Consumable Fuels",25415199,EXPANDED
PCH,HNX,CTCP Nhựa Picomat,Picomat Plastic Joint Stock Company,STOCK,737.0,Nhựa Picomat,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,25409893,EXPANDED
TOP,UPCOM,CTCP Phân phối Top One,Top One Allot Joint Stock Company,STOCK,738.0,Phân phối Top One,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Consumer Discretionary,Consumer Discre. Dist. & Retail,Distributors,25350000,EXPANDED
BTH,UPCOM,CTCP Chế tạo Biến thế và Vật liệu Điện Hà Nội,Ha Noi Transformer Manufacturing And Electric Material Joint Stock Company,STOCK,739.0,Chế tạo Biến thế và Vật liệu Điện Hà Nội,Công nghiệp,Hàng hóa công nghiệp,Thiết bị điện,Industrials,Capital Goods,Electrical Equipment,25000000,EXPANDED
BTV,UPCOM,CTCP Dịch vụ Du lịch Bến Thành,BenThanh Tourist Service Corporation,STOCK,740.0,Dịch vụ Du lịch Bến Thành,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",25000000,EXPANDED
CQT,UPCOM,CTCP Xi măng Quán Triều VVMI,VVMI QUAN TRIEU CEMENT JSC,STOCK,741.0,Xi măng Quán Triều VVMI,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,25000000,EXPANDED
PAT,UPCOM,CTCP Phốt Pho Apatit Việt Nam,Vietnam Apatite ? Phosphorus Joint Stock Company,STOCK,742.0,Phốt Pho Apatit Việt Nam,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,25000000,EXPANDED
PVE,UPCOM,Tổng Công ty Tư vấn thiết kế Dầu khí - CTCP,PetroVietnam Engineering Consultancy JSC,STOCK,743.0,Tư vấn thiết kế Dầu khí - CTCP,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ chuyên nghiệp,Industrials,Comm. & Prof. Services,Professional Services,25000000,EXPANDED
VHL,HNX,CTCP Viglacera Hạ Long,Viglacera Ha Long JSC,STOCK,744.0,Viglacera Hạ Long,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,25000000,EXPANDED
GDT,HOSE,CTCP Chế biến Gỗ Đức Thành,Duc Thanh Wood Processing Joint Stock Company,STOCK,745.0,Chế biến Gỗ Đức Thành,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Hàng tiêu dùng lâu bền,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,24957501,EXPANDED
HTI,HOSE,CTCP Đầu tư Phát triển Hạ tầng IDICO,IDICO Infrastructure Development Investment Joint Stock Company,STOCK,746.0,Đầu tư Phát triển Hạ tầng IDICO,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,24949200,EXPANDED
PJT,HOSE,CTCP Vận tải Xăng dầu Đường Thủy Petrolimex,Petrolimex Joint Stock Tanker Company,STOCK,747.0,Vận tải Xăng dầu Đường Thủy Petrolimex,Năng lượng,Năng lượng,Dầu khí,Energy,Energy,"Oil, Gas & Consumable Fuels",24882785,EXPANDED
BDG,UPCOM,CTCP May mặc Bình Dương,Protrade Garment Joint Stock Company,STOCK,748.0,May mặc Bình Dương,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",24799920,EXPANDED
FID,HNX,CTCP Đầu tư và Phát triển Doanh nghiệp Việt Nam,Vietnam Enterprise Investment And Development JSC,STOCK,749.0,Đầu tư và Phát triển Doanh nghiệp Việt Nam,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Consumer Discretionary,Consumer Discre. Dist. & Retail,Distributors,24715958,EXPANDED
LCM,UPCOM,CTCP Khai thác và Chế biến khoáng sản Lào Cai,Lao Cai Mineral Exploitation & Processing JSC,STOCK,750.0,Khai thác và Chế biến khoáng sản Lào Cai,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Materials,Materials,Metals & Mining,24633000,EXPANDED
THT,HNX,CTCP Than Hà Tu - Vinacomin,Vinacomin - Ha Tu Coal JSC,STOCK,751.0,Than Hà Tu - Vinacomin,Năng lượng,Năng lượng,Dầu khí,Energy,Energy,"Oil, Gas & Consumable Fuels",24569052,EXPANDED
CCR,HNX,CTCP Cảng Cam Ranh,Cam Ranh Port Joint Stock Company,STOCK,752.0,Cảng Cam Ranh,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,24501817,EXPANDED
VPS,HOSE,CTCP Thuốc sát trùng Việt Nam,Vietnam Pesticide Joint Stock Company,STOCK,753.0,Thuốc sát trùng Việt Nam,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,24460792,EXPANDED
TDG,HOSE,CTCP Đầu tư TDG Global,TDG Global Investment Joint Stock Company,STOCK,754.0,Đầu tư TDG Global,Tiện ích,Tiện ích,Gas sinh hoạt,Utilities,Utilities,Gas Utilities,24211190,EXPANDED
BMV,UPCOM,CTCP Bột mỳ Vinafood 1,Vinafood 1 Flour Joint Stock Company,STOCK,755.0,Bột mỳ Vinafood 1,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,24200000,EXPANDED
SJE,HNX,CTCP Sông Đà 11,Song Da No 11 JSC,STOCK,756.0,Sông Đà 11,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,24168711,EXPANDED
NHT,HOSE,CTCP Sản xuất và Thương mại Nam Hoa,Nam Hoa Trading & Production Corporation,STOCK,757.0,Sản xuất và Thương mại Nam Hoa,Nguyên vật liệu,Nguyên vật liệu,Gỗ và giấy,Materials,Materials,Paper & Forest Products,24028169,EXPANDED
MH3,UPCOM,CTCP Khu Công nghiệp Cao su Bình Long,Binh Long Rubber Industrial Park Corporation,STOCK,758.0,Khu Công nghiệp Cao su Bình Long,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,24000000,EXPANDED
NO1,HOSE,CTCP Tập đoàn 911,911 Group Joint Stock Company,STOCK,759.0,911,Công nghiệp,Hàng hóa công nghiệp,Phân phối hàng công nghiệp,Industrials,Capital Goods,Trading Companies & Distributors,24000000,EXPANDED
VCC,HNX,CTCP Vinaconex 25,Vinaconex 25 Joint Stock Company,STOCK,760.0,Vinaconex 25,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,24000000,EXPANDED
VTD,UPCOM,CTCP Vietourist Holdings,Vietourist Holdings Joint Stock Company,STOCK,761.0,Vietourist Holdings,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",24000000,EXPANDED
NTC,UPCOM,CTCP Khu Công nghiệp Nam Tân Uyên,Nam Tan Uyen Joint Stock Company,STOCK,762.0,Khu Công nghiệp Nam Tân Uyên,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,23999980,EXPANDED
